,index,country,province,region_1,winery,title,variety,price,points,taster_name,description,designation,taster_twitter_handle
97953,97895,Australia,Australia Other,South Eastern Australia,Gosford,Gosford 2009 Reserve Shiraz (South Eastern Australia),Shiraz,8.0,85,Joe Czerwinski,"A medium-bodied Shiraz suited to everyday drinking, with cherry-berry fruit accented by hints of leather and smoke. It's a fresh, easy quaff to match with burgers or pizza.",Reserve,@JoeCz
97997,97943,Australia,Western Australia,Margaret River,Evans & Tate,Evans & Tate 2004 The Reserve Chardonnay (Margaret River),Chardonnay,26.0,84,Joe Czerwinski,"Caramel and butter dominate the flavor mix, imparting the suggestion of movie popcorn and buttered toast, partially balanced by crisp pineapple and citrus fruit.",The Reserve,@JoeCz
98038,97984,Australia,South Australia,McLaren Vale,Mitolo,Mitolo 2016 Jester Vermentino (McLaren Vale),Vermentino,16.0,86,Joe Czerwinski,"Picked on the early side, this is a lean, tight expression of what can be a plump endearing variety. Melon and fresh herbs turn grapefruit as the wine progresses across the palate, finishing tart and crisp. Drink now.",Jester,@JoeCz
98152,98098,Australia,South Australia,Clarendon,Clarendon Hills,Clarendon Hills 2008 Romas Grenache (Clarendon),Grenache,75.0,93,Joe Czerwinski,"Full-bodied and lush in style, with aromas of cherries and spice. On the palate, it delivers waves of fresh fruit and hints of cocoa, but also enough complexity to hold your interest before finishing on a long, mouthwatering note. Drink now–2016.",Romas,@JoeCz
98162,98108,Australia,South Australia,Barossa Valley,Penfolds,Penfolds 2008 RWT Shiraz (Barossa Valley),Shiraz,150.0,93,Joe Czerwinski,"Full-bodied and richly textured, with Penfolds' hallmark weight and structure on full display, the 2008 RWT shows a touch of the vintage's characteristic warmth, but only a touch. The cassis and blackberry fruit is plush, velvety and superripe, ending with hints of tobacco, mint and vanilla. It should drink well for at least a decade.",RWT,@JoeCz
98238,98184,Australia,Australia Other,South Eastern Australia,Rosemount,Rosemount 2011 Diamond Label Chardonnay (South Eastern Australia),Chardonnay,10.0,86,Joe Czerwinski,"Harkens back to the value days of the Diamond Label—but the style has been updated to reflect more freshness and focus. Pineapple and melon notes display cool, citrusy overtones, picking up just a hint of caramel on the finish. Drink now.",Diamond Label,@JoeCz
98266,98211,Australia,South Australia,McLaren Vale,D'Arenberg,D'Arenberg 2011 The Amaranthine Single Vineyard Shiraz (McLaren Vale),Shiraz,85.0,88,Joe Czerwinski,"Full bodied, rugged and intense, this is an earthy Shiraz that could use 2–3 years of cellaring. Coffee grounds, black olives and savory plums are framed by hints of vanilla and firm tannins that turn a bit drying on the finish.",The Amaranthine Single Vineyard,@JoeCz
98336,98280,Australia,South Australia,Barossa,Yalumba,Yalumba 2013 The Strapper G-S-M (Barossa),G-S-M,19.0,91,Joe Czerwinski,"Full-bodied, lush and supple in the mouth, this blend of 40% Grenache, 38% Shiraz and 22% Mataro is the Australian version of a barbecue wine, bursting with rich, ripe fruit. Chocolate, mocha and plum shadings dominate, ending on a soft, warm note. Drink now–2020.",The Strapper,@JoeCz
98443,98386,Australia,South Australia,McLaren Vale,D'Arenberg,D'Arenberg 2010 Little Venice Single Vineyard Shiraz (McLaren Vale),Shiraz,85.0,95,Joe Czerwinski,"One of the more approachable of the d'Arenberg single-vineyard collection of wines, this opens with notes of brown sugar, tarry fruit and bright cassis. It's full bodied and creamy in texture, with flavors of mocha, cassis and vanilla that culminate in a long, dusty finish. Drink now–2025.",Little Venice Single Vineyard,@JoeCz
98805,98749,Australia,South Australia,McLaren Vale,Shingleback,Shingleback NV Black Bubbles Sparkling Shiraz (McLaren Vale),Shiraz,25.0,88,Joe Czerwinski,"Sparkling Shiraz may not be something you pour every day, but this is one worth reaching for. It delivers lots of upfront berry fruit and lashings of dark chocolate, then finishes relatively dry and clean.",Black Bubbles Sparkling,@JoeCz
99005,98948,Australia,Australia Other,South Eastern Australia,Andrew Peace,Andrew Peace 2009 Masterpeace Red Blend Red (South Eastern Australia),Red Blend,10.0,85,Joe Czerwinski,"This medium-bodied blend of four varieties (Shiraz, Cabernet Sauvignon, Grenache and Mataro) features supremely soft tannins, balanced by crisp acids, while the flavors are a slightly resiny or medicinal—but not unpleasant—blend of mint, cedar, smoke and cherry. Drink now.",Masterpeace Red Blend,@JoeCz
99016,98959,Australia,South Australia,Coonawarra,Angove's,Angove's 2007 Vineyard Select Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,19.0,85,Joe Czerwinski,"Spicy and herbal upfront, with cassis fruit that seems just a little dried out, giving way to molasses and brown sugar. It's a medium-bodied Cabernet with slightly drying tannins and a coarse-textured finish.",Vineyard Select,@JoeCz
99053,98997,Australia,South Australia,South Australia,Gotham,Gotham 2013 Wine Men of Gotham Shiraz-Grenache (South Australia),Shiraz-Grenache,11.0,86,Joe Czerwinski,"Supple, round and ready to drink, this blend features hints of tomato leaf, watermelon and clove layered over ripe cherries. Drink now–2016.",Wine Men of Gotham,@JoeCz
99068,99012,Australia,South Australia,Langhorne Creek,Killibinbin,Killibinbin 2013 Seduction Cabernet Sauvignon (Langhorne Creek),Cabernet Sauvignon,15.0,86,Joe Czerwinski,"This shows off the lovely weight and supple texture of Langhorne Creek fruit alongside bold flavors of chocolate and cassis. Despite that, there's also a nagging bit of green bell pepper that may not be to everyone's taste. Drink now.",Seduction,@JoeCz
99197,99139,Australia,Australia Other,South Eastern Australia,James Oatley,James Oatley 2009 Tic Tok Pinot Grigio (South Eastern Australia),Pinot Grigio,14.0,86,Joe Czerwinski,"This faintly copper-tinged Pinot Grigio offers ripe melon and apple aromas and flavors. It's medium-bodied, with a refreshing crispness to the finish. Drink now.",Tic Tok,@JoeCz
99378,99318,Australia,South Australia,Eden Valley,Henschke,Henschke 2014 Mount Edelstone Vineyard Shiraz (Eden Valley),Shiraz,200.0,95,Joe Czerwinski,"From vines planted in 1912, this has been an icon of South Australia Shiaz since 1952, when it was first bottled as a single-vineyard wine. Menthol and vanilla notes frame black cherries and cassis on the nose, while the palate reveals supple tannins and meaty, savory complexities. The finish is softly dusty, fine and long. Drink now–2030.",Mount Edelstone Vineyard,@JoeCz
99391,99330,Australia,South Australia,South Australia,Penfolds,Penfolds 2014 Bin 707 Cabernet Sauvignon (South Australia),Cabernet Sauvignon,500.0,95,Joe Czerwinski,"This Cabernet equivalent to Grange has exploded in price (I remember tasting the 1996 on release when it was $25 per bottle), but there's no questioning the quality. A deep, intense nose of cassis, earth, menthol and cedar is followed by a full, rich palate that's supple without being soft. Brighter notes of red fruit emerge on the lengthy finish, which is dominated by sweet fruit and creamy lactones. Drink 2020–2030, and probably well beyond.",Bin 707,@JoeCz
99401,99340,Australia,South Australia,Barossa Valley,Torbreck,Torbreck 2013 Les Amis Grenache (Barossa Valley),Grenache,185.0,95,Joe Czerwinski,"This rich, opulent wine carries its massive oak load easily, marrying vanilla and toasted coconut notes with ripe plum and black cherry flavors. It's full bodied and plush, with supple tannins supported by the wood. Give it a few years to knit together and drink it 2020–2030.",Les Amis,@JoeCz
99934,99877,Australia,South Australia,Barossa,Peter Lehmann,Peter Lehmann 2008 Clancy's Shiraz-Cabernet Sauvignon-Merlot Red (Barossa),Red Blend,17.0,86,Joe Czerwinski,"Clancy's is a reliable Barossa blend that in 2008 is 50% Shiraz, 34% Cabernet Sauvignon and 16% Merlot. It's a supple wine, the bright cherry fruit framed by tart acids rather than firm tannins. Drink it over the next couple of years.",Clancy's Shiraz-Cabernet Sauvignon-Merlot,@JoeCz
100319,100264,Australia,South Australia,South Australia,Casella,Casella 2006 1919 Cabernet Sauvignon (South Australia),Cabernet Sauvignon,100.0,93,Joe Czerwinski,"Despite reaching its eighth birthday, this is still an incredibly youthful vibrant purple color, with no signs of aging. Aromas and flavors of smoke, toast, black olive, vanilla and cassis are what you might expect from a much younger wine. The tannins are firm, yet the wine is fleshy enough to carry them into a long finish. Drink 2018–2025.",1919,@JoeCz
100448,100393,Australia,South Australia,Barossa Valley,Torbreck,Torbreck 2006 The Factor Shiraz (Barossa Valley),Shiraz,105.0,92,Joe Czerwinski,"Old-vine Shiraz from the valley floor imparts great richness and a creamy texture to this wine's tannins, framed easily by hints of vanilla. Yet it's not a simple fruit-and-oak concoction—with time in the glass it steadily unfurls to reveal herbal and spice complexities. Marries power and elegance;  drink now–2015.",The Factor,@JoeCz
100462,100407,Australia,South Australia,South Australia,Penfolds,Penfolds 2007 Bin 389 Cabernet Sauvignon-Shiraz (South Australia),Cabernet Sauvignon-Shiraz,36.0,91,Joe Czerwinski,"The most recent release of Penfolds' “Baby Grange” is a beauty, loaded with the chocomint character that has made it famous. Dark berry and cassis take over on the creamy, lushly textured midpalate, finishing long and velvety. Drink now or hold up to 15 years.",Bin 389,@JoeCz
100641,100585,Australia,Australia Other,South Eastern Australia,De Bortoli,De Bortoli 2007 dB Selection Chardonnay (South Eastern Australia),Chardonnay,10.0,85,Joe Czerwinski,"Full-bodied, soft in texture and loaded with peach and melon fruit, this is a tasty everyday Chard. Hints of custard and lime give it additional interest, while the finish ends on a citrusy (orange?) note. Drink now.",dB Selection,@JoeCz
100837,100781,Australia,Western Australia,Margaret River,Howard Park,Howard Park 2012 Miamup Cabernet Sauvignon (Margaret River),Cabernet Sauvignon,22.0,89,Joe Czerwinski,"This supple, easy-drinking Cabernet features appealing ripe cassis and vanilla shadings. Hints of black cherry and graham cracker add nuance, while the texture is a bit creamy on the midpalate, turning dusty on the finish. Drink now–2020.",Miamup,@JoeCz
100852,100796,Australia,South Australia,Clare Valley-Eden Valley,Wakefield,Wakefield 2012 Jaraman Riesling (Clare Valley-Eden Valley),Riesling,25.0,89,Joe Czerwinski,"This Riesling shows a bit of honeyed development already, hinting at orange or tangerine marmalade on the slightly abbreviated finish. Enjoy it over the next few years.",Jaraman,@JoeCz
100979,100922,Australia,South Australia,Adelaide,Wirra Wirra,Wirra Wirra 2013 Scrubby Rise Shiraz-Cabernet Sauvignon-Petit Verdot Red (Adelaide),Red Blend,15.0,86,Joe Czerwinski,"This simple, quaffable red is a solid introduction to the Wirra Wirra stable. Ribena-like cassis notes dominate, picking up hints of vanilla on the palate and finishing crisp and dry.",Scrubby Rise Shiraz-Cabernet Sauvignon-Petit Verdot,@JoeCz
101169,101114,Australia,Victoria,Yarra Valley,Yarra Yering,Yarra Yering 2007 Dry Red Wine No. 1 Red (Yarra Valley),Red Blend,75.0,92,Joe Czerwinski,"A Yarra Valley classic, Dry Red No. 1 is a Bordeaux-style blend marked by its restrained alcohol levels yet potent flavors. The 2007 features scents of tobacco, vanilla and cassis, with a hint of tomato emerging on the palate. It's medium-bodied, with a long finish that finishes with firm but silky tannins and lip-smacking cassis. Approachable now, but should age well for 10–15 years.",Dry Red Wine No. 1,@JoeCz
101268,101212,Australia,South Australia,McLaren Vale,Mitolo,Mitolo 2007 Jester Cabernet Sauvignon (McLaren Vale),Cabernet Sauvignon,22.0,86,Joe Czerwinski,"Crisp black cherry and mint aromas burst from the glass, then carry over onto the chunky, authoritative palate before finishing slightly dusty and astringent. This medium-bodied Cabernet features plenty of intensity, it just needs a little time to settle down into a more refined package.",Jester,@JoeCz
101292,101235,Australia,Victoria,Yarra Valley,De Bortoli,De Bortoli 2014 Estate Grown Pinot Noir (Yarra Valley),Pinot Noir,40.0,89,Joe Czerwinski,"This is a particularly earthy Pinot Noir. Beetroot and mushroom notes are dark and earthy, balanced by bright acids and supple tannins on the palate. The crisp, lean finish shows tremendous focus and length but less generosity. Drink 2018–2024.",Estate Grown,@JoeCz
101398,101346,Australia,Australia Other,South Eastern Australia,De Bortoli,De Bortoli NV Emeri Sparkling Shiraz (South Eastern Australia),Shiraz,13.0,87,Joe Czerwinski,"A more somber garnet color than some other sparkling Shirazes, with seemingly lower pressure and a more vinous character. Vanilla, leather and cherry notes finish close to dry. A very good, inexpensive introduction to the genre.",Emeri Sparkling,@JoeCz
101460,101408,Australia,Victoria,Rutherglen,R.L. Buller & Son,R.L. Buller & Son 2004 Calliope Limited Release Durif (Rutherglen),Durif,35.0,88,Joe Czerwinski,"Despite substantial alcohol (16.5%), this admirably concentrated wine doesn't show that much heat, nor does it show any roasted, cooked character. Instead, it delivers black olive, leather and cassis flavors just tinged with mint and a fresh, lively finish hinting at coffee. The tannins are soft but present, helping to balance a hint of residual sugar. Drink now–2012.",Calliope Limited Release,@JoeCz
101670,101620,Australia,South Australia,Adelaide,D'Arenberg,D'Arenberg 2008 The Noble Mud Pie Viognier-Pinot Gris-Marsanne White (Adelaide),White Blend,19.0,92,Joe Czerwinski,"d'Arenberg has a quartet of sweet wines from 2008, and this blend of Viognier, Pinot Gris and Marsanne represents a terrific value. It's syrupy sweet, redolent of honey-drizzled, spiced poached pears. To quibble, it could be a touch more complex and crisp, but it is still a succulent mouthful of dessert wine for drinking over the next few years.",The Noble Mud Pie Viognier-Pinot Gris-Marsanne,@JoeCz
