,index,country,province,region_1,winery,title,variety,price,points,taster_name,description,designation,taster_twitter_handle
93185,93134,Italy,Piedmont,Roero,Chiesa Carlo,Chiesa Carlo 2014 Quin  (Roero),Arneis,22.0,86,Kerin O’Keefe,"The nose is subdued but eventually reveals whiffs of pressed white flower and dried herb. The rather lean palate offers hints of green pear, citrus, mineral and a note of bitter almond.",Quin,@kerinokeefe
93195,93144,Italy,Central Italy,Verdicchio dei Castelli di Jesi,Stefano Antonucci,Stefano Antonucci 2014 Pignocco  (Verdicchio dei Castelli di Jesi),Verdicchio,12.0,86,Kerin O’Keefe,"White flower, citrus and beeswax aromas open. The enjoyable, easy drinking palate offers Anjou pear, lime and a hint of bitter almond alongside zesty acidity. It's simple but well made.",Pignocco,@kerinokeefe
93207,93156,Italy,Central Italy,Verdicchio dei Castelli di Jesi,Velenosi,Velenosi 2015 Quercia Antica  (Verdicchio dei Castelli di Jesi),Verdicchio,15.0,86,Kerin O’Keefe,"Aromas of honeysuckle and a whiff of passion fruit lead the way. The round, simple palate offers yellow peach, tangerine and a note of bitter almond alongside fresh acidity.",Quercia Antica,@kerinokeefe
93208,93157,Italy,Piedmont,Roero,Vite Colte,Vite Colte 2015 Villata  (Roero),Arneis,20.0,86,Kerin O’Keefe,"Aromas of jasmine and citrus blossom lead the nose. The soft, bright palate offers yellow peach, Bartlett pear and a hint of candied lemon rind. A note of white almond closes the finish.",Villata,@kerinokeefe
93211,93160,Italy,Northeastern Italy,Alto Adige,Nals Margreid,Nals Margreid 2014 Gennen Sauvignon (Alto Adige),Sauvignon,25.0,89,Kerin O’Keefe,"This linear white opens with aromas suggesting gooseberry elderflower, Alpine herb and citrus. The tangy palate offers grapefruit, honeydew melon and white stone fruit while a mineral note adds depth.",Gennen,@kerinokeefe
93218,93166,Italy,Northeastern Italy,Collio,La Castellada,La Castellada 2009 Bianco della Castellada White (Collio),White Blend,70.0,89,Kerin O’Keefe,"This deeply hued wine opens with aromas of toast, roasted coffee bean and butterscotch. The palate delivers lemon drop, baked Golden Delicious apple, custard, tangerine zest and vanilla while a walnut note closes the finish. Drink sooner rather than later.",Bianco della Castellada,@kerinokeefe
93226,93174,Italy,Northeastern Italy,Alto Adige,Tiefenbrunner,Tiefenbrunner 2014 Turmhof Pinot Grigio (Alto Adige),Pinot Grigio,25.0,89,Kerin O’Keefe,"One of the more structured Pinot Grigios, this opens with aromas that recall white flower, orchard fruit, a whiff of oak and chopped herb. The bright palate offers Kaiser pear, yellow apple, vanilla, candied citrus zest and a ginger note alongside crisp acidity.",Turmhof,@kerinokeefe
93227,93175,Italy,Northeastern Italy,Alto Adige,Tiefenbrunner,Tiefenbrunner 2014 Turmhof Sauvignon (Alto Adige),Sauvignon,30.0,89,Kerin O’Keefe,"Aromas of chamomile flower, cut grass, tomato leaf and citrus fruit lead the nose on this crisp white. The vibrant palate presents unripe yellow peach, grapefruit, chopped herb and mineral alongside racy acidity.",Turmhof,@kerinokeefe
93229,93177,Italy,Northeastern Italy,Alto Adige,Colterenzio,Colterenzio 2013 Lafoa Sauvignon (Alto Adige),Sauvignon,49.0,89,Kerin O’Keefe,"Aromas of elderflower, sage, a whiff of oak and oak-driven spice emerge in the glass. The linear palate shows grapefruit, sage mineral and lively acidity that generates a clean crisp finish. Drink after 2018.",Lafoa,@kerinokeefe
93234,93183,Italy,Northeastern Italy,Collio,Bracco,Bracco 2013 La Mont-Brach White (Collio),White Blend,25.0,89,Kerin O’Keefe,"This blend of 50% Friulano, 25% Sauvignon and 25% Malvasia opens with aromas of apple, crushed rock, chamomile flower and a whiff of tomato vine. The tense, tangy palate offers white peach, citrus zest, fennel and mineral. An almond note accents the finish.",La Mont-Brach,@kerinokeefe
93235,93184,Italy,Northeastern Italy,Alto Adige,Cantina Valle Isarco,Cantina Valle Isarco 2014 Aristos Sauvignon (Alto Adige),Sauvignon,22.0,89,Kerin O’Keefe,"Tomato vine, gooseberry, crushed stone and cut grass set the racy tone. The aromas follow through to the vibrant palate, along with grapefruit, chopped herb and mineral. Lively acidity gives it a crisp, clean finish.",Aristos,@kerinokeefe
93239,93188,Italy,Central Italy,Montefalco,Cantina Fratelli Pardi,Cantina Fratelli Pardi 2012 Colle di Giove  (Montefalco),White Blend,11.0,86,Kerin O’Keefe,"This simple offering opens with aromas of stone fruit and toasted almond. The palate offers yellow peach, apricot and citrus, with a hint of flint on the close.",Colle di Giove,@kerinokeefe
93244,93193,Italy,Central Italy,Umbria,Cirulli,Cirulli 2011 Hedone Rosso Red (Umbria),Red Blend,20.0,86,Kerin O’Keefe,"This blend of equal parts Sangiovese, Merlot, Cabernet Sauvignon and Cabernet Franc opens with aromas of ripe black fruit, vanilla and chocolate. The palate offers sweet plum, black cherry, bell pepper and mint in a one dimensional, friendly style.",Hedone Rosso,@kerinokeefe
93262,93211,Italy,Central Italy,Umbria,Cirulli,Cirulli 2011 Hedone Bianco White (Umbria),White Blend,20.0,86,Kerin O’Keefe,"This blend of Incrocio Manzoni, Trebbiano, Malvasia and Grechetto opens with tutti frutti aromas of ripe banana, pineapple and pear that carry over to the palate, along with mango. The savory palate also has a certain salinity that restrains the exuberant fruit.",Hedone Bianco,@kerinokeefe
93264,93213,Italy,Tuscany,Toscana,Olivi,Olivi 2012 Orhora White (Toscana),White Blend,17.0,86,Kerin O’Keefe,"A blend of 80% Verdicchio, Viognier and Sauvignon Blanc, this has a delicate floral fragrance of white flowers and beeswax. The palate offers lemon-lime, pear and citrus flavors, along with sharp acidity.",Orhora,@kerinokeefe
93269,93217,Italy,Central Italy,Orvieto Classico,Salviano,Salviano 2012 Salviano  (Orvieto Classico),White Blend,16.0,86,Kerin O’Keefe,"Here's a delightful and straightforward wine that opens with a delicate fragrance of white spring flowers. The palate offers notes of tropical fruit, lemon zest and a hint of clove. It has a clean, quenching finish.",Salviano,@kerinokeefe
93323,93271,Italy,Tuscany,Chianti Classico,Bindi Sergardi,Bindi Sergardi 2011 La Ghirlanda  (Chianti Classico),Red Blend,20.0,84,Kerin O’Keefe,"This wine has aromas of oak, red currants and roasted coffee bean. Oak dominates the palate, with toasted sensations and espresso taking center stage over the subdued red fruit sensation. Overall, this is dried up and tannic, closing on an astringent note of wood tannins. Veritas Imports, Tanaro River Imports, Crown.",La Ghirlanda,@kerinokeefe
93332,93280,Italy,Tuscany,Chianti Classico,Fattoria Carpineta Fontalpino,Fattoria Carpineta Fontalpino 2010 Riserva  (Chianti Classico),Sangiovese,25.0,84,Kerin O’Keefe,"Roasted coffee beans, espresso and rubber aromas alongside a whiff of farmyard lead the nose. The palate is bit muddled, with rustic hints of animal alongside overripe plum and black cherry that lead to sweet, almost sugary sensations. Woodsy tannins mark the bitter close.",Riserva,@kerinokeefe
93340,93287,Italy,Tuscany,Morellino di Scansano,Vignaioli del Morellino di Scansano,Vignaioli del Morellino di Scansano 2012 Roggiano  (Morellino di Scansano),Sangiovese,17.0,84,Kerin O’Keefe,"Aromas of fragrant blue flowers and red berry come together with a hard-to-define sensation that recalls diesel fuel. The palate feels lean, with restrained black cherry and suggestion of prune. Shy on freshness, it is already starting to fade.",Roggiano,@kerinokeefe
93342,93289,Italy,Tuscany,Morellino di Scansano,Castellaccia,Castellaccia 2008 Riserva  (Morellino di Scansano),Red Blend,25.0,84,Kerin O’Keefe,"This Tuscan blend of 85% Sangiovese, 7% Ciliegiolo, 5% Canailo and 3% Malvasia opens with aromas of underbrush, oak and a whiff of farmyard. The palate is tired. While you can detect black cherry, plum, black pepper and espresso, the fruit is starting to fade, leaving astringent tannins unsustained by fruit richness.",Riserva,@kerinokeefe
93419,93367,Italy,Tuscany,Cortona,Leuta,"Leuta 2009 1,618 Merlot (Cortona)",Merlot,35.0,87,Kerin O’Keefe,"This opens with aromas of dried black currant, roasted coffee beans, oak and aniseed. The warm, low-acid palate offers dried black fruit, licorice, dark chocolate and vanilla, but not much fruit richness. The smooth texture is cut short by wood tannins that impart an astringent finish.","1,618",@kerinokeefe
93454,93400,Italy,Piedmont,Barolo,Cascina Adelaide,Cascina Adelaide 2012 Fossati  (Barolo),Nebbiolo,70.0,92,Kerin O’Keefe,"Classic aromas truffle, dark-skinned berry, tilled soil and dark baking spice lift out of the glass along with a whiff of menthol. The juicy palate boasts mature Marasca cherry, cinnamon, clove, anise and chopped mint alongside tightly wound tannins and fresh acidity. A hint of tobacco signals the close. Drink 2020–2026.",Fossati,@kerinokeefe
93455,93401,Italy,Piedmont,Barolo,Ceretto,Ceretto 2012 Bricco Rocche  (Barolo),Nebbiolo,300.0,92,Kerin O’Keefe,"Aromas of exotic spice, iris, oak, coffee bean and wild berry come together on this structured, glossy red along with a note of grilled herb. The chewy palate boasts raspberry confiture, red cherry, espresso, dark chocolate, orange peel and tobacco while tightly knit, fine-grained tannins provide the framework. A licorice note closes the lingering finish. It's youthfully assertive and needs to fully develop. Drink 2020–2030.",Bricco Rocche,@kerinokeefe
93500,93446,Italy,Piedmont,Dogliani Superiore,Pecchenino,Pecchenino 2011 Sirì d'Jermu  (Dogliani Superiore),Dolcetto,18.0,90,Kerin O’Keefe,"This single-vineyard wine from Dogliani, the spiritual home of Dolcetto, is made with wild yeasts. It's fragrant and structured, concluding with restrained wild-cherry, spice and mineral notes that come together with flair and finesse.",Sirì d'Jermu,@kerinokeefe
93501,93447,Italy,Piedmont,Barbaresco,Prunotto,Prunotto 2010 Bric Turot  (Barbaresco),Nebbiolo,65.0,90,Kerin O’Keefe,"This shows ripe cherry aromas and hints of roasted coffee bean and underbrush. The palate is still a bit closed, but offers ripe cherry flavors, hints of orange peel, anisette and a coffee note. This is still young and tightly tannic, but should evolve nicely.",Bric Turot,@kerinokeefe
93605,93553,Italy,Southern Italy,Val di Neto,Librandi,Librandi 2011 Magno Megonio Magliocco (Val di Neto),Magliocco,25.0,90,Kerin O’Keefe,"Made with native grape Magliocco, this structured wine conveys aromas of scorched earth, spiced plum and vanilla. On the palate, touches of white pepper, tobacco, toast and licorice accent the core of juicy black cherry, while racy acidity and assertive tannins provide the framework. The finish lingers, closing on a coffee note.",Magno Megonio,@kerinokeefe
93609,93557,Italy,Southern Italy,Greco di Tufo,Mastroberardino,Mastroberardino 2013 Novaserra  (Greco di Tufo),Greco,25.0,90,Kerin O’Keefe,"Intense aromas of beeswax, stone fruit and a hint of honey jump from the glass. The bright palate offers juicy apricot, nectarine and crisp green apple alongside vibrant acidity. A mineral note marks the finish.",Novaserra,@kerinokeefe
93622,93570,Italy,Northeastern Italy,Alto Adige,Tiefenbrunner,Tiefenbrunner 2013 Turmhof Pinot Nero (Alto Adige),Pinot Nero,26.0,90,Kerin O’Keefe,"Elegantly structured, this offers fragrances of wild berry and pencil shavings. On the palate, notes of oregano, green tea and a hint of cinnamon add depth to the wild strawberry and crushed raspberry core. Silky tannins and fresh acidity provide support and texture.",Turmhof,@kerinokeefe
93624,93572,Italy,Northeastern Italy,Friuli Isonzo,Vie di Romans,Vie di Romans 2012 Ciampagnis Chardonnay (Friuli Isonzo),Chardonnay,37.0,90,Kerin O’Keefe,"Stone fruit, mature yellow apple, toasted oak and honey aromas come together in the glass. The round palate offers juicy pineapple, baked peach, lemon pastry and a mineral note alongside fresh acidity. It closes on a note of toasted almond.",Ciampagnis,@kerinokeefe
93638,93586,Italy,Veneto,Soave Colli Scaligeri,Sandro de Bruno,Sandro de Bruno 2015 Colle di Montecchia di Crosara  (Soave Colli Scaligeri),White Blend,19.0,87,Kerin O’Keefe,"Yellow flower, ripe orchard fruit and aromatic herb aromas take center stage while the ripe, round palate offers mature yellow apple and candied lemon notes. A hint of bitter almond finish marks the close.",Colle di Montecchia di Crosara,@kerinokeefe
93640,93588,Italy,Sicily & Sardinia,Terre Siciliane,Tenuta dei Mille,Tenuta dei Mille 2015 Rosalia Fiano (Terre Siciliane),Fiano,20.0,87,Kerin O’Keefe,"Toasted nut, pressed chamomile and citrus aromas follow through to the palate, joining apple skin and yellow pear notes. A saline hint marks the finish.",Rosalia,@kerinokeefe
93690,93637,Italy,Piedmont,Barolo,Giacosa Fratelli,Giacosa Fratelli 2011 Bussia  (Barolo),Nebbiolo,55.0,91,Kerin O’Keefe,"The nose is still a bit closed but eventually reveals aromas of dark berry, leafy underbrush, baked earth and tobacco. On the firm palate, notes of licorice, grilled herbs and black pepper add depth to the black cherry core. Bracing but refined tannins hold it all together.",Bussia,@kerinokeefe
93691,93638,Italy,Piedmont,Barolo,Giacosa Fratelli,Giacosa Fratelli 2011 Scarrone Vigna Mandorlo  (Barolo),Nebbiolo,62.0,91,Kerin O’Keefe,"Classically structured, this still needs to open up but already offers aromas of dark berry, menthol, toast, dried herbs and a whiff of cocoa. The firm palate delivers red cherry, raspberry, mocha, tobacco and licorice accompanied by bracing tannins and fresh acidity.",Scarrone Vigna Mandorlo,@kerinokeefe
93705,93651,Italy,Tuscany,Maremma Toscana,Marchesi de' Frescobaldi,Marchesi de' Frescobaldi 2012 Ammiraglia  (Maremma Toscana),Syrah,55.0,90,Kerin O’Keefe,"Aromas of black-skinned berry, chocolate, cake spice and a whiff of saline take center stage on this concentrated wine. The densely packed palate offers mature blackberry, black cherry, cracked peppercorn and dried herbs alongside a backbone of chewy tannins. A nutty note signals the close.",Ammiraglia,@kerinokeefe
93708,93654,Italy,Tuscany,Maremma Toscana,Nittardi,Nittardi 2011 Nectar Dei  (Maremma Toscana),Red Blend,60.0,90,Kerin O’Keefe,"A combination of 40% Cabernet Sauvignon, 25% Merlot, 20% Petit Verdot and a dollop of other grapes, this concentrated wine offers aromas of dark berry, cedar, espresso and kitchen spice. The dense palate doles out blackberry, black cherry, dark chocolate, dried herbs and tobacco alongside ample, velvety tannins. Drink through 2018.",Nectar Dei,@kerinokeefe
93804,93749,Italy,Central Italy,Umbria,Castello della Sala,Castello della Sala 2014 Bramito Chardonnay (Umbria),Chardonnay,23.0,91,Kerin O’Keefe,"Made entirely with Chardonnay, this opens with enticing scents of ripe orchard fruit, yellow flower and a whiff of dried herb. The elegantly structured palate delivers Golden Delicious apple, tropical fruit and citrus zest while a hint of ginger adds depth. Fresh acidity gives it balance and lifts the lingering finish.",Bramito,@kerinokeefe
93805,93750,Italy,Central Italy,Orvieto Classico Superiore,Castello della Sala,Castello della Sala 2014 San Giovanni della Sala  (Orvieto Classico Superiore),White Blend,25.0,91,Kerin O’Keefe,"Heady aromas of citrus blossom, tropical fruit and yellow stone fruit lead the way. The fresh, enjoyable palate doles out apricot, pineapple, nectarine and a hint of chopped herb alongside lively acidity.",San Giovanni della Sala,@kerinokeefe
